TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78
-3.33556692877411,0.19049917672879726,0.11646272334389889,-0.09211906686989242,-0.004213553052513824,-0.039207898249792754,-0.2308148426359816,0.1368079772145923,-0.06766020488477163,-0.06908961473666636,-0.09167629969771612,-0.028012422814364737,-0.028347395091064344,-0.03240581627156858,-0.008953773108276006,-0.04203739109752215,0.05311352655181927,-0.074707829539183,0.08395303490747723,0.07776666795119828,-0.04015758096182204,-0.006633796352867397,0.057533297193332875,-0.06492483128532599,-0.03886641668893311,0.022311763697218087,-0.0018844216418099633,-0.04612246315966407,-0.02649151607592163,-0.08382426824508912,0.043478686950201954,0.020454009165468183,0.03555258443957782,-0.01677486650301102,-0.04133594483026919,-0.06741347175181185,0.050975952170290856,-0.022223588530040323,0.06766683961688387,0.07504145505873352,-0.024921715880019988,0.06537926264346278,0.007661514065063834,0.015913752598015838,0.010962689295333212,-0.004392182391426146,-0.02373459632515772,-0.043955166591626814,0.02659444100458308,-0.02727489903237724,0.07489822491058573,0.059320760015044306,0.01749914341399228,0.01589833782828251,-0.03461911333590387,-0.041614531356715195,-0.02120687815929896,0.051977945149178285,0.023570433130743758,0.06511468793512469,-0.001164049674661047,-0.00852917164976817,-0.02053311804901678,0.05201224500874059,-0.013263984277018403,-0.036613436638962174,0.038119102398898874,-0.0006847449134699565,0.0009974115610608977,0.014132115336313818,0.006326292496336244,-0.007726582214222864,-0.036175095182762594,-0.09368748202510217,0.018226480253518505,0.0519684736095135,-0.006696893824929249,0.01725269553095773,-0.0028360856755286776
-3.33556692877411,0.19557475668533417,0.15682788968847874,-0.09275775578932363,-0.13891508375068506,-0.018185305363339142,-0.21068448188012512,-0.0316896893310398,-0.06769932619740646,0.023383217787008092,0.09880876387373518,-0.0037125442942740556,-0.09107734853778424,-0.029374377559632094,-0.059791288894487954,0.025542703280643935,0.010397118291318173,-0.08185802922911645,-0.04142170486318646,-0.05183521968026973,-0.11022058809836334,-0.032963427708311226,0.030827419070293596,-0.054127431780271615,0.024344669544936703,-0.013440414137183563,0.005300933026688525,0.009832468536624561,-0.017027056258932943,-0.06354559806231498,0.024025270813107416,-0.12792199798272383,0.06659465124967452,-0.05017000439418248,-0.0716384450506819,-0.019425848075466153,0.012748076279856675,-0.07439896167769487,-0.006915763101598816,0.04966690943680304,0.03922636549449644,0.0035799223594530543,-0.08776866213933224,-0.03383849150957457,0.08788075556416014,-0.018573265407607637,-0.026088430205373877,-0.07134487014051745,-0.051730837291651,0.02501341467273834,0.020496798290858615,0.027264235935103888,-0.036543649746113085,-0.015913569767825618,0.04287752164975738,-0.08666029450325376,0.022251742747267825,0.04897980475639433,-0.011972678863174628,0.020618307697412293,0.0004248813978955397,-0.05173975556254824,0.03428045843889822,-0.00945170965409705,-0.02875759549661391,0.02182831923547171,0.018512342462060304,-0.009302269369190487,0.038110723955990126,0.022998781534100867,0.0450330135961017,-0.03489438437423114,0.00016366664881404467,-0.0371045295114161,0.005287832683994089,0.033436061991043306,-0.0007831492714637933,-0.009900654008115597,0.0299671819382825
-1.75430895079149,0.12144468021142109,0.507482169774638,0.0749226155198593,-0.007650815102450271,-0.03129987377485761,-0.20084227354686265,0.10859884900806632,-0.00624825383151919,0.08359040598877107,0.022087814487930124,-0.23212092441047538,-0.02802297704599276,-0.06825294997633323,-0.05312767379038796,-0.032778467759893404,0.07062926972203191,0.159915295451549,0.08186850585981742,-0.05873546704390253,0.1199699497816059,-0.06454377815032902,-0.11121010010266442,0.031118386195012577,-0.05694139021516703,-0.015715214462628305,-0.06993891027029685,0.0662411755528821,-0.03798090808268263,0.047267156536049425,-0.02917646870907703,0.013244715592028103,0.013450303727479202,-0.013271946448474571,-0.0786633644249731,0.060918272993800274,0.009830204707080507,-0.07024500692738901,-0.01426964798708519,-0.014351269982596,0.04810549013400282,0.0693420226564232,-0.021422643995771068,-0.046835393814969414,-0.06406656180607255,0.05679195987729532,0.08689291743293136,-0.07321929517738164,-0.0704864837365159,-0.055456212195545966,0.0017512522219820558,0.05787833175366931,-0.0037932461949346245,-0.02123347812717079,0.05663506743453644,0.007563023894462168,0.010146832527331475,0.0009431344200447821,-0.11837916571811684,-0.0007196009667537889,-0.06990569472465515,-0.0020546867732710557,0.005235094666691837,0.051673015511099915,0.034961021015759146,0.03499513404123545,-0.009795376279257488,0.004919138219192606,0.014884789687786504,-0.03372710896459106,-0.029077251792294746,0.04249336722894513,0.03249004125081895,0.052261379213726596,-0.014952968853498286,0.019166450721069837,0.0275557259550323,0.026869625828527643,0.004700052017415109
-1.75430895079149,0.1137487411346097,0.4045081718068062,0.20476806444181514,0.00592568203189802,0.060391163731089575,-0.10981411309103435,-0.012577791498400959,0.04453430727479622,0.042273646746874824,0.22439661134114183,-0.08142317549863308,-0.11847035007485635,-0.10128133341988464,-0.048024985798670206,-0.08784969896097536,0.09741028017301404,0.019852669420434902,0.04404861501156951,-0.00302343789353153,0.23324722679003107,0.06747746146812696,-0.0034215952944964645,-0.07550002320970695,0.041173679191254905,-0.0376830078344443,-0.19319003524133826,0.08412308121565927,0.014323216807248434,0.008682161083900089,0.07437200656367365,0.051260206500713175,0.09355463120281092,-0.07816967277981803,-0.0005094162676024609,0.0007905914567694655,0.040275899122622826,0.08563690919214206,0.020381224002443573,0.07028292138060156,0.06292895446736498,-0.04149863491593614,-0.026650180254211862,-0.03509484478754751,-0.09825069498841604,-0.05658119845259628,-0.002699510182732464,-0.018921993852459726,0.008918564952388434,0.00787339121208034,-0.05468524772818186,0.08938474001921694,-0.016870303348973867,-0.005662931229265208,-0.04482761929509582,-0.0506331960411619,0.025551411061787807,0.15491938570127314,0.016682488755615836,-0.001054586562625327,0.011319034572561722,-0.0009110436025082035,-0.01573552252486992,0.05627943517265831,0.04499086964403586,-0.06152279001010083,-0.050069571897288265,0.03251542856736111,0.011656485821786139,-0.028367491036120025,0.02197780473792777,0.05651672468409634,-0.06836593839419365,0.03539256884335885,-0.08480636815203672,0.004121712812823217,-0.05118914606292963,0.08004572931222408,-0.02336188814439029
-0.946564987391368,0.23056824347533633,-0.1827032849445608,-0.0850318336966182,0.08958835806459708,-0.21276770486552385,-0.10084780564228926,0.1269265871878451,0.09513219926355151,-0.12900803291885135,-0.00813910005009735,-0.06713471550310468,-0.1358880100713572,-0.07996277944005484,-0.14486309596240407,0.04699367527444945,-0.044070959665392956,-0.04342838452643527,0.0956910490052232,0.04622588917436612,-0.031196160898924078,-0.06670401729968903,-0.029058849531726123,0.08969772711911546,0.09660918463429877,0.003287888844323835,-0.005182334960718135,-0.02504285484977387,0.05340771692018384,-0.08449197017869739,0.016825925728389354,0.00799485694473511,-0.06915271459775872,0.010896902729729192,0.013343257931949303,-0.09476540482595101,0.060048018139965666,-0.04944159296800199,-0.019177134793898994,0.05537476981825148,0.014050965520304753,0.008411692148896477,0.026520084671008682,-0.016500202475064653,0.010567060865299273,-0.05934109239218274,-0.0056870223925924515,-0.024536695466079304,-0.036058255847292865,0.0041302798500670685,0.03282583039338564,0.0033798846213155785,0.049490669876490784,0.06799644890134654,0.032797983532889194,0.019493373776468873,0.041729930245648875,-0.003418410747018189,-0.010730351106365263,-0.07244545094746134,0.010988360983850661,0.006591908545715531,0.03794556609036622,0.02755199505140385,0.02988748672445418,-0.037730705409950265,-0.012545299427213628,-0.01218805582367282,-0.029473356413149833,0.05929250777320907,-0.05561377044247335,0.008589657696136253,-0.03425929337417576,0.0024698640908552513,0.07179241912903928,0.0010581884964582134,0.028089359125231514,0.06072693834218081,0.01580717086989417
-0.946564987391368,0.18548811915928962,-0.13376851456947422,0.11503474502667604,-0.04783421424312602,-0.06609441700219748,0.06099548168142004,0.10862253371505609,0.1301181079567044,0.06397847648804801,0.12646677682003168,-0.08823464134188708,-0.1850446619467215,-0.07233094952806234,-0.24998350638375108,-0.031158337569638477,0.0031603795759826392,0.04245138746877531,0.14338073833091555,-0.06944330661063645,0.07316010787156323,-0.1034220128391067,-0.007512991843149027,0.021562973076898986,0.1287190399956302,0.015612310891256169,0.0363620483758798,0.0075257124554922615,-0.044514189059165724,0.06750986633001874,-0.03806338347050068,-0.042316610001993,-0.02052110119371118,-0.0020392444713937196,-0.08421131392243576,-0.07912053768948595,-0.0494913133008029,-0.0484094818204372,-0.010923692420814545,-0.0821691466025445,0.07799204274757912,0.006262117106510422,0.007481902994304994,-0.024392467361502964,0.009086160078611672,-0.04455339873963205,-0.03718503813093132,0.008565709862985004,-0.021771755223114034,-0.015248120983551746,0.05076787855269441,0.11161621706354008,-0.05868109857094819,0.006280248803951109,0.05207775416391732,0.04758846543035497,0.04127918318675987,-0.0199154988930693,0.020696414322252076,-0.04182067039058005,-0.0700315343390341,0.02831587032366336,-0.026803306669849463,0.047703369716254544,-0.028675916874426208,-0.005062962812364279,0.047055047395411,-0.018937839771130307,-0.012469313090703002,0.014752087817226728,-0.021698048733358583,0.022438266612825598,-0.05867882291776884,-0.03297404932216203,0.050825388761212384,-0.044591115466387034,-0.03895825810258605,-0.0562795198549841,0.08235958708551958
-0.839253719086909,-0.7884468006794197,-0.357585301994752,-0.09461605396480541,-0.29132869802141204,-0.07521030254595844,-0.045896767753882094,0.0913900026219004,0.08470349680115605,-0.04331079250916342,-0.030548948946553828,-0.09081041569036534,-0.052590074004398774,0.03171227082713,-0.00636517511416271,0.11630637377586947,0.02058613558120088,-0.0716113021337269,0.08844000664421171,0.012277695390197008,-0.06752682457040741,0.03144044971070415,0.05113676919221231,0.029032111498306534,0.006317456776662428,-0.08967766455705649,-0.0015268300363808945,-0.023534398676302484,0.12909946567887137,0.04570762971471859,0.03393264144448666,-0.03254840277908602,0.041502962197705426,0.01826319371942995,0.02073177869663627,-0.047015693037556594,-0.04942652853335924,0.03600741197681475,-0.040620395942994506,-0.0568505220533463,-0.012859411946674016,-0.002570452380769317,0.00021946465995794002,0.031055599145738327,0.025721823577784755,-0.019201640710767662,0.045889876933861574,-0.037326040324323156,0.020988269597387508,0.026241442358718656,-0.01735010981487558,-0.044458981023475314,0.04749855045773655,-0.04683164594408314,0.011316773256882174,0.031150643429143973,-0.044205907715778335,-0.005544202206734482,0.04523179740781413,-0.028085506161118337,0.0346049987922233,-0.024540806877085368,-0.022245194846131147,0.04138814747851095,-0.021307116703750666,0.02751701561636691,0.032421932752408684,-0.052813494925400294,0.03882415186865001,-0.006329157043572232,0.00733690300078972,0.029027386525664285,-0.022641502785690923,-0.04113991605384798,-0.011999202362742795,0.01288080714315676,-0.0656267682011359,-0.02692336260053955,0.02980070819625634
-0.839253719086909,-0.7531108140568671,-0.5247307442005865,-0.20398132066309038,-0.19850480763964137,-0.07400451378518769,-0.15184571660339644,-0.12515717533740803,-0.0029922881661617025,0.01526758137891858,0.009838374795537898,-0.010458970842293228,-0.011314028536385676,-0.05265341036050699,-0.044084198745030036,0.07051942304078394,0.12709352522208087,0.10061486369320972,-0.04344384522343517,-0.014358781491089285,0.014577066811874375,-0.06555592972835808,0.007079181359168204,0.05394746809127814,0.06897096488460716,0.05712474461529686,-0.03500574052525804,-0.037376985905458945,0.07799079186215939,-0.044046003497459726,0.018756826835353388,0.07539741218205745,0.01319025554293597,-0.07614938385543421,-0.04925290318058136,-0.04484802436201325,-0.0006513023606749892,-0.01684230183801275,0.04683657049528783,-0.07415841815905878,0.07007576469160974,0.01327893144363959,-0.027586240818165398,0.02268074486139426,-0.04480109087276313,-0.0029604752491332815,-0.007936273582177014,-0.05784402222981507,0.010734942653538188,-0.04647316613380832,0.032200336417014176,-0.008378486905697072,-0.02269522203800622,-0.0015386257068616418,-0.07484106974558968,0.05418766029561258,-0.021751345686396917,-0.014512030451083893,0.03345327651949062,-0.0038262762451443653,0.02548287954380448,-0.004847224506066649,0.07938834518320699,0.016032163411493373,-0.008045393427500672,0.0513614301091324,-0.039312080073767214,-0.02402354302622087,0.020780876952570138,0.008803928344949327,-0.038284950828771064,-0.017352635478616315,-0.03346977238415693,0.021076708921569834,0.02905074646564829,-0.01912330371395041,-0.009225577856043637,-0.01608344891916644,-0.018654099526246946
-0.629508410326847,-0.797975451254351,-0.24820605704626694,-0.22756567869895203,0.06229890356529715,0.163565839513653,0.025921969458658153,0.1267244361572921,0.099202332074142,0.08666807179425919,-0.060058863535145474,-0.007086944404809277,-0.07820633129594888,-0.03212334131305888,0.0692696605441886,0.020311068906239158,-0.13492035244222988,0.16139682141201991,-0.007505015503778382,0.05640625102034903,-0.027819913065085695,0.12033356890924894,-0.054479940620913506,0.06552604005196522,0.02856532179812365,-0.00872723291033538,0.005568290743786522,-0.11656338499509365,-0.0004291543676978909,0.03335065513347256,-0.06510613301249471,0.051615530946071866,-0.019915750080291464,0.10590579827224665,-0.05812190547338338,-0.01945515556752725,0.07189686069723739,-0.0769865787044476,0.01984798963073021,0.060869448320423854,0.0023839044397834424,0.010074099018659986,-0.09609718175486881,0.024512559230059103,0.04021782341957839,-0.06943498810973127,0.06752809694162444,-0.013211212072873405,0.14202489959970452,-0.06715159568427859,-0.0026215784459579002,-0.039718777215199674,-0.01917066154080034,0.013436419334745115,-0.007816136503672529,-0.04070791259706784,0.05739621621425318,0.03789642433231021,-0.007351349204783325,0.0025101220567132695,0.0014421298779580657,-0.009961374268814679,0.012544021162417311,0.05902870447386875,0.011242440904380487,-0.028712106732652752,0.029745242162281242,0.009598910957047182,-0.04440826290371276,0.032159234041649075,-0.02203451601182015,-0.04644923257525533,0.028066411912630807,0.008498798677701754,-0.026012646413502472,-0.02092879567912803,0.011648901090736668,0.056382479578542234,0.05235028236874694
-0.629508410326847,-0.8203154772402169,-0.16365773394540908,-0.1110538341915675,0.12043588413258394,0.0842344558581011,0.056335926224074725,0.01990543351119653,0.020125433312832383,0.17171339502881233,-0.027811029979221278,0.06108293561485371,-0.054728683535958896,-0.07473348260292952,-0.019886220321408302,0.021657328597285006,0.0763853912536065,-0.008387999166785181,-0.10518527350363287,0.0847686242230085,0.014648634383081062,-0.017598852346066552,-0.030622814727632865,-0.03392945266042986,0.03391668633017268,-0.03335192093913936,-0.17865410119567796,0.010473146574057778,0.07705335168889767,0.032520475848703975,0.036959882062277155,0.08449123399609819,-0.07194458929095689,0.06419087497770781,-0.114144263743217,-0.03631611687942948,-0.014891919220798052,-0.029610511819768533,0.021911879853226117,-0.04145323869572895,-0.004617874601127983,0.08222097411238316,-0.03290552433814127,-0.02598839003345253,0.06191666305783459,-0.0183805450999219,-0.06961936286016675,-0.012132967871861735,-0.014602644540863265,-0.10404815483691277,0.07181310796749936,0.07056888683748641,-0.06097907998775711,-0.0537650440876426,0.044229755251032274,-0.02152114744842688,0.018133034142135393,0.020517726875703378,0.10016852037492714,0.03610227748372948,-0.07983211707818649,0.0019106661222456293,0.010151448387761866,0.010961042948175365,0.02967411501785027,-0.0036659909861345174,0.00982021744986517,-0.026926049638848794,-0.06459251041946688,0.008314288140821555,0.013016184110636354,0.04196939578917772,0.03889340747544335,0.026249790447427274,-0.0335940438793802,0.026582613954447894,0.0022714290806354403,-0.09411953728706589,0.028886576825025507
