TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48
0.0154433843788352,0.8219155994158921,0.686817971994787,-0.7905437045849111,1.5823689509306171,0.40947909354806467,-0.11086108016906336,-0.10081622687788072,-0.359703356030146,-0.3586227937895041,1.6224708428124535,-0.38485525099876183,-0.3327488688529808,-0.8099152590390513,0.08304457806657622,-0.7316875539325077,0.37443139616924764,0.7978847452076449,-0.5743266921842833,-0.5101086711079087,-0.5037703455342084,0.14504079358936023,0.8195738033605643,0.3320952636595784,-0.15638386848884248,-0.6837073009889836,-0.6676083184184372,-0.1754107350175374,-0.03402110550156313,1.0507860881783904,0.31804889391283325,-0.09392005823982193,0.3406864000326233,0.04032932770031443,-0.02616446215087603,-0.18741855584326123,-0.3273475151945219,0.09446966638233181,0.3843836175100785,0.12025078453689587,0.07608004034438488,-0.19824777850980743,-0.34636613499391583,-0.19253373246975625,0.2347019226209832,0.5176969783945156,-0.006372936199291575,0.08903962259463091,0.3652452387100701
0.0173694865991158,1.2567263001702909,0.5772293160150928,-1.4677791044755273,1.1193607790371212,0.14366889365397761,0.731660000015375,-0.3053586963891942,-0.6286678826614458,-0.4661580385759409,1.825983435512971,0.08025129297761702,-0.12283053868117465,-0.17548428738575034,-0.310784490013831,-0.6097695036145394,0.7472347706491532,0.3190844572545274,-0.8875232716396397,-0.26984060004628646,-0.4152845036411963,-0.020372156419523762,0.36514027182309894,0.16106381034132017,-0.26106114175679535,-0.49796812955849995,-0.16799801619647056,-0.7396508819910212,-0.05292154866842927,0.5296933888605465,-0.0026362531003184847,-0.10592848591690021,0.140733241200469,-0.19740568771006803,-0.3629224770337216,0.06115750924508681,0.053198043947813294,-0.0529430444441083,-0.09228211161580692,0.1953256281009693,0.4274512917095914,0.20719353893321463,0.22541575011683443,-0.13974263397952477,0.27706131945640217,-0.2704220259674118,0.01493576337578297,-0.2990985013583001,-0.21165824269698452
0.0217868349329398,2.128956217808992,0.3570456966781256,-2.7945488508740066,0.6719097677199241,0.3338025557051804,1.1480161118757313,-0.6251057798987836,-1.017505078443374,-0.6186126855789658,1.7218341116659461,0.5276371996912335,-0.3630402824416583,0.017665181677271664,0.1958414339124989,-0.0745063070936996,0.9789209698287067,-0.10843565648694184,-0.5997371962057706,-0.44881196881695123,0.14025274046865963,0.4212452342348087,-0.11618337561712672,-0.0034911824804004284,0.2468970786936609,-0.2697246878860273,0.021638979241979227,0.13321019820455446,-0.12394968988765317,-0.48527678983551553,-0.291934139064702,0.26917159210421393,-0.2843220059327363,-0.3405952708180403,-0.12883643816994897,0.04410528175627151,0.530142362876513,-0.015588047065278532,-0.07106441782138376,-0.10836979279014143,-0.024751929334998063,0.026115505942871906,0.20134405240520573,-0.016347946080127417,-0.403090195164451,-0.5702843676750947,0.0030606817491758338,0.3153042327528755,0.1528811348059045
0.0236539792007251,2.064165565665323,0.2219249034336062,-3.9378042783187395,0.29219398783831385,0.10930878179215682,0.6873637081492889,-0.2995807130475683,-0.4033473152793921,-0.33195543707125863,1.4850951780776778,0.794007712611793,-0.18954018809031242,0.7561783121199688,0.27672723344124883,0.11695748505600793,0.48615790908286455,-0.7007807083019298,0.395245388962973,-0.49990542668371124,0.38531260636502174,0.1662089413370846,-0.6811246416282348,0.4004087791421656,-0.42190579084438684,0.08530503898822693,-0.08974725552084778,0.6620444200218112,-0.17188760398703756,-0.5652962930675923,0.39435752031103205,-0.3815635906609323,-0.4682570074469273,0.0666791658410179,0.200091429245967,0.029690742954487807,0.1331678649121017,-0.31192072904182055,0.40151554524092603,0.15901958093060725,-0.6631879844830825,0.07873501033808528,-0.24146465528433836,0.2747668545938155,-0.008833929104675663,0.15873818635035766,-0.1824381341431349,-0.04007326245194327,-0.1527427015848785
0.0912510183968422,1.3279265248179555,1.0970898392610282,-3.457375287579706,0.14086189243742378,0.25351271879715825,0.654117402869598,-0.3640474474276607,0.045841791961780246,-0.02106519944892461,0.8170576437014903,0.765385882552554,0.017093242368530385,0.4548807923316829,0.2581072695266747,0.5922038061494114,-0.09858166017117981,-0.45918192323772905,-0.09774245021481542,-0.23967757986427965,-0.3740979026988404,0.22987436788021617,-1.0116778009725722,-0.1091191000417546,-0.14860370624077077,0.5724914604190413,0.05992237392122326,-0.11316274381038799,-0.025556757127311844,-0.4675636314632759,-0.3960506834417395,-0.2451210668254086,-0.10686146161869285,0.534173687976385,0.00334983835231476,-0.2750377042956765,-0.2712351424124418,0.09905359282478683,-0.6283899435809704,-0.6171980610263179,0.6043935305768648,-0.29707970810548945,-0.35794399207289873,-0.35280306663977246,0.12587877932169234,0.580177325424762,0.2045036329769407,-0.10168557096213483,0.10158900774652484
0.109828407190697,0.8481081881574956,2.663044493716124,-2.755757940252188,-0.3896724827682789,0.5297702505669283,0.3197195418034539,0.4029833261588906,1.2216994228715274,0.2701086884303183,0.0362955696092088,0.5558571530223525,-0.011993533627058529,-0.5287525353056138,0.388976473212012,0.6726559358524585,-0.535573346923163,-0.7923145664495551,0.21055930629034467,-0.1677387318007915,-0.3403607177153191,-0.333642298070047,-0.15814432636228865,-0.17923111533402827,0.15622059537766694,0.09742531326793143,-0.7353600531722341,0.11697634057137528,0.336786983684329,0.7349996652639466,0.4548758615344121,0.07715955029858106,0.4348065786326387,0.37737596916687316,0.5024493632888648,0.5253168451845557,0.08073577968770347,0.10970306393164182,-0.4112791129916286,-0.27093754275881354,-0.37952480920383636,0.1323283376963177,-0.15285616450165912,0.25697243716340346,0.04561759520136918,-0.33450291779822977,0.2628373112557676,-0.20510250238187513,-0.33308448415602027
0.113440764064444,0.43193083707744107,3.861219406800844,-2.3777798438914406,-1.37463070369626,0.5562749528854467,0.2259578756573544,0.8425063878425572,1.2396937636893461,0.1454269916656215,0.009641890472391343,0.26318828704442565,-0.3566642892473078,-0.7789231723615063,0.18275150101357235,0.5504336963016431,-0.6538565593862736,-0.6081473444290185,0.1356390653682186,-0.4590431956097621,-0.3523443948606611,-0.8745377601463663,0.09911632918105409,-0.3349632089464003,0.5237624188645648,0.6943812654169588,-0.1434556054561497,-0.22522192012692224,0.5671102098875288,0.3166495324335636,-0.07082563915884503,-0.35078428329797595,0.11652942313338988,-0.10415038012314613,0.06040282394934299,0.15900077691065304,-0.12475995096289852,0.1725776906787441,0.006723974768982771,0.4664935118242056,0.08713336990530668,-0.03989285083387202,0.20770951095956292,0.17610729248207974,0.17082398447981714,0.12747548239794393,-0.21885035291072086,0.41635300315814394,0.1609162793950226
0.137447118292763,0.9333809233781069,3.979153568351906,-0.9657486699399227,-1.758866372725026,0.5175801895713732,0.31224732995845766,0.5345861623955284,1.198518069066962,-0.02026765168483072,0.15793805823264645,0.029415512506783082,0.07248880750257873,-1.0445003727658775,0.2609789102004923,-0.11650454434565982,-0.5144792239973901,0.22425611364366826,-0.18976070667270742,-0.22302028049114705,-0.23581423554995234,-0.11985964844191765,0.6357147170050075,-0.4686658068333466,0.30641787699495787,0.013105319266171695,0.14429713274941117,0.09081890150080807,0.12233431609307763,-0.30422907447738906,-0.5062363574859088,0.28087941563010466,-0.042277129176334666,0.058533334432990025,-0.2904503315548765,-1.0859760892677897,-0.20087127542663405,-0.09117620698616277,0.4975594227172901,-0.12732612725970702,-0.27962749915448787,0.045091310958824946,0.3654261812372639,-0.184532970390482,-0.18205827209780595,-0.2086742197332996,-0.4332504908959647,-0.4376002889835558,0.032814289956957204
0.175701572519407,1.0003553926066362,4.941908629170278,0.4123317137175181,-1.4122885324857726,0.39900583405581524,-0.1623721108451033,0.11199645281870511,1.2720848627777732,-0.29289882071976814,-0.47531785344634137,-0.29185793250506537,0.37784266801253263,-1.0726142510303536,-0.0752836349957099,-0.06576742996784023,0.05595258493103944,0.03735595583617398,-0.31996750861671475,-0.0893159871857119,0.32626723032835303,0.04593770437529856,0.31597692191392,-0.10764116863732226,0.3096161482853257,-0.3850279756309418,-0.2706466452842153,0.06148085193224144,-0.545179819602828,-0.5385779721977484,-0.6302253391654252,0.09672740137992934,-0.06754570100411117,-0.2458744532427502,-0.7301011807210785,0.4379090872680476,0.38245960478754887,-0.1394242562155161,0.41547270409422404,-0.01803697755260135,0.15894445553154146,0.011266394673531098,-0.5392880976454854,0.17636649122529477,0.11597630729878401,0.10614145419530525,0.563655555307123,0.0639061549537275,-0.022367002806600648
0.188459931666573,0.7581151588454088,4.522622620772704,0.9143273147368157,-1.8019727355135278,0.7597833153948523,-0.0072386309016256095,-0.9781191713388283,0.2314166672492155,-0.48717970746948935,-0.29283408132338395,-0.1067269204119652,-0.05774333419933397,-0.5323236843398462,-0.6195955223786797,-0.4147013461448472,-0.3873222606162985,0.3111608690433001,-0.24929758906171673,0.15521233878413887,0.8086712289126076,0.5063746967445016,-0.3859509195133866,-0.07776545864817834,-0.7120614441941169,-0.43402363516174786,-0.2042401186927115,0.43316103475159157,-0.5702997713712935,-0.5558965606925929,0.25290019469477054,-0.3780940644362552,0.10947851632440761,-0.33999211168970017,0.4302575594771472,0.2340536690444141,-0.1939957167687224,-0.44668210138105957,-0.38988363836242174,0.28638453903214683,0.12755579688155846,0.48224039570340044,0.31145729293680796,-0.46082484102329985,0.07412895783147587,0.2746057728765649,-0.2917946356299011,0.3341026993951398,0.07401154481911083
