TOD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22
-0.946564987391368,0.19464855726751482,0.008025334566963194,-0.1553724041916264,-0.18605525181959087,-0.17805587499133788,-0.1142902770168636,0.009756519787269179,-0.14084443312071257,0.03737616130123348,0.03427420884806149,-0.09655424065501614,0.13863408729064233,-0.16502450946429814,-0.10445876637354887,0.004486136607383904,0.03056693017588406,-0.007734341275821277,0.015198219167293801,0.07751673818966691,0.1148802704381699,0.04370888851228568,-0.025400017670966113
-0.839253719086909,-0.801734025954142,-0.14683702703581153,-0.0640282118383806,-0.27100900909517034,-0.08037262147319438,-0.04807683777400038,0.04476342879545692,-0.1354906411511704,0.06792900912653733,-0.0026943887152463446,-0.08093044739153846,0.172927969968063,-0.15086491131782923,-0.09763372634289885,-0.0012982974532285338,0.004022311093734046,0.015484103400728724,0.007061494464772883,0.11399615715811282,0.05129593362900522,0.07445518176826377,0.03598257893774726
-0.629508410326847,-0.8266761336710264,-0.1069623709676644,0.07948883297268619,0.06460994703062832,0.12980343511308706,-0.08185020079967688,-0.0525234147685011,-0.04615627150299714,0.07545535397163344,-0.018545641188932573,0.00666273656026706,0.2196786044294255,-0.06739219291217435,-0.08483120346311025,-0.005999645132983896,-0.03921943721494656,0.04844619390162875,0.06520370824259766,0.12080617434392851,0.026970909920965035,0.037597209950046666,0.07360113214624779
-0.552569765555599,0.18615167625108173,-0.5018800125977658,0.007342895340058284,-0.17322290478150656,0.051016828365378304,-0.09513012144656763,-0.011171973257992433,0.01342846673368362,0.10659294084198459,-0.05325194488957786,0.026271707252841166,0.16596894666892037,0.03560323659468659,-0.016327255764148573,0.004655866136479862,-0.0023391514684887003,0.0764291534277735,0.07477547230855147,0.024647969791986583,0.03622687846323907,-0.028896105160466753,0.09065772347163849
0.085024864095449,0.18492581372460487,-0.4426719745901819,-0.012037045419100646,-0.13073357587626153,0.06641899010883907,-0.06828074757966095,-0.12713495314461828,-0.0036733700587608807,0.02072282030769331,-0.0036149036858797575,0.026034774191405683,0.05216218441740486,0.013021495441987071,-0.022270387574588272,0.00811187529450196,0.006236185862461978,0.1327931831284599,0.05241715965083633,-0.014547833215315751,0.047056924636471834,-0.05334292873437635,0.07254362171708105
0.458468272734064,0.16564978350709592,-0.34545190798908376,0.03315512911847222,0.1049577943164409,0.1626494084960485,-0.10176676418556174,-0.18646602345729896,0.037509128580143915,0.018950248800264045,0.03695787540992118,0.049343586712231435,-0.03267588535375694,-0.03985769164774207,0.04479858120430306,-0.02763953977988563,0.01181371872247668,0.11101068680378574,0.0018627353683725852,0.010298751965342147,0.04787307866340607,-0.057170645032876014,0.02198062641919029
0.750610688492847,-0.7981452293094762,-0.5314581447644513,0.06357035717826795,-0.3157917467768326,0.1068318058095616,0.01326705298510608,-0.1779351416363877,-0.039132407230806555,-0.011290223190835133,0.08326108863060838,0.020012458963843033,-0.14797626673552985,-0.011875612519441818,0.1040965690276244,-0.04405459128924565,0.01203457092154566,0.08704926416271479,-0.049145116165677544,0.04755401070736045,0.017463867000339615,0.03994561087110594,0.023734626822063863
0.933069430133357,0.16557595712845216,-0.3538350849447861,0.1471891537705019,0.13791929429217498,0.13905491656389257,-0.056026659587365864,-0.20951020492726033,0.05797510065829409,0.03545022937669748,0.09416734805288607,0.08791597656396392,-0.08660742427419484,-0.00998272516434883,0.10283621689488294,-0.07387842488451361,-0.05033595735042402,-0.001214819181512956,-0.05961926535167401,0.09109020878088724,0.06908680786013274,0.03869954900295181,-0.05034930366566428
0.964985078500852,0.16976123952843616,-0.18968680928427495,0.2387710618583822,0.20859477535621238,0.091776514544351,-0.1399461724892535,-0.020016897627659527,0.15921982912244168,0.051518206945192185,0.059365541679380955,0.06836878441346902,-0.07999129083399541,-0.06123395879131774,-0.0002947130786572921,-0.08232144139854775,-0.13781246973056996,-0.07490258334266,-0.0699166989192551,0.09179289384960267,0.03155660949188369,0.04852372838058179,-0.08280862624824956
1.15457215880067,0.19027357598056074,-0.5229485471471005,0.5087172049827314,-0.11130315751304572,-0.2546677801773335,-0.08839170731648976,0.054009803496424404,0.05037523550681118,0.11002615751062264,-0.022390660461639633,-0.006737658468531253,-0.1241026787868679,0.018814632018414743,-0.03632975590978482,0.0010994980036877148,-0.1631087510017664,0.014743574216599694,-0.06025065673243507,-0.0019059083790810298,-0.052020039689636026,-0.07442305036615365,0.00011313239884456942
